Transaction number, Date, Time, Client ID, Message, Digital signature, Verified, Transactional status
2494, 2017-11-13, 09:00:37, 262420, 24944, 25049506580090337393901264559444819993310405882574534209, yes, deposit rejected
386, 2017-11-13, 09:00:37, 113617, 3861, 1109644505515854166468756180456387782072670235964970047977398229, yes, deposit accepted
193, 2017-11-13, 09:00:37, 988243, 1933, 4523966370153373559650711790400802363322606598836060020613193902, yes, deposit accepted
149152813, 2017-11-13, 09:00:37, 593288, 1491528138, 103025527550818343013189302919072736866596055019256018163727351822936240821800377422654106793018869034015195448066205819316371801775016505646047715539242075194481277328428471942534358043595508786761112345442694200437638323654371633698087110152963689883946445595006458014443791375771413152798708619485525762330715994925761497104034901362093105587822230812246233103545330024345406713481053091430885029759947871913706172422397283384160162702676072828590528518251254241154925077738713887829751128945752124528527127903282719993181092856493758099577726084016134925013561482740010658151734023401476932482387871812612840413434856580452787025882730065702068995616980133910898724751732188343098433320177811559336774584252530120085642162218710243622193974054351957826551296677423004063905120448575699084909314029876478287131256479698926297620900379451838098214218058311688375314651651840477357439770959006923455084470419874932007783387317213355716485697219657350067617726713676839147901294461867159703301547074745459551800844497232579626925829766947293672453433684427334545600760607351204706103314965636440498571029885259308757342833072849487567051683473405861123451110273168427977648184730739071063877992622066672527133149313098367208505631603933678407074259925721927196859925388153475308335736042798942912087391403379701400213155834467196917883383480687368146301523190921465173398888652966305274959836455221018874327286394680014878840935888202925208342613027977764866306718006943699332076819903574629410423489767328987549082869160704457610615183562781665902185270735544082435972107426138293687269583678031153701958803335630731048249068939113577067980808245708704313872764497115802862527676866645683739501535710913799094372175727668027054651712606088203754888634816004380214072466185947786026809256667548936918683865651270117570527717448495645792164458766499230938934541839944859299065431453688319244913133804655705951163913410916373781478514786550929240178351229765148557811858337089842061027313203919145273239641884706141218966525694027805968993224402312438209924057639654742522710088841270818029871341402907504042670206831880689873994038817323512202992221934370104761544101921901381289900820964958219282198024634204603828312800932656192139447979964568488884761135335494125580894665664193535252886356247491501791160520209444936887245743064002018302770492145595909548562504166044506392974919432068311361697521786898584477345390944980009315147865706440886071484463460327023105422809547190841757805823734579583069996937634636839501456279589921451772835789155898315475474576398410406017373113444801059954533358450867777668312329563099010815140342032372911022455961877981171342543553997626478580923528317344717593431368839785748498414319711408516053494730361146182469594860291238417222903918418281220142594737304409326640505882381372106826876517519384951378021951041399326640601542000356552399581884840762719941213127635634311279680148502931715618915318368927928312155412184557638226384916744408455060089552285146957299173585266349565716768045075088031878146969578991219399420505800481360415280505112738419238242511978528528714379503821157179918543279928131439884217022479105160506770303901133525826672259460108386257057956572884303748424037693680970412069134927960774167659374071630094916912507969654483930999597255141092565478411528395534484488420780585472952702288189357137109178292996359423338754415571381545715667046605788825626710017686394536856791540163958662359691125769121376948312450277563179175284031364741674257925473994339482680232463114115912363002517679670246387114583913852745329146905883944812390252313918862861043237585737929831562666123338038431600841831466029214557295603811946223886370426395932935810019196442699134738014722671513524564870612159941378200825531728508657712343322747536340407660965299546259374964230000070138547511392294686991364139219944237710933424250973351214909634911073991544090520379388553455411263085568537015827233920399879865527547386987292019894258748214303442102351508790796955088180900884045295753615574353986996355759738283542737837383453758072963246780575035821332802082231531209444074083262978790198002418079983462062937495373109204549110959790732767922030508028994407020946714767078686683646429201228834481510056100039561014385079975634987747580187228553631776902371923575900312179946236922892944462917801472975767531879589854568187964247176734156523728156860505563125668683764517871646795944862208990628970922411790772591568267184157214513802611280045907481784782761069912539398017084533741603454127059991682307006287949064467001074983339780823739327475968683934773866877803757055591795958725617613276115468484415720060410329095905208242352410793795402984927090455584015685451661066370407712164771919009906993208052396245245627368981953429869042821077002350770627628608264944547584654349333794738009073304684298164271502798331171854752877660042351282306482512577439208734479146413496736514839514706227879602362964538390976606048361190010289639332385311366302048825189625431224653520126950324072007418489223807730415005009610372355884705697112017963836395021089224940566005233201178093531740989488926040973883479568030178586475788477911410056912179703962429782701481187438142103702869803571537091424901035382523606291884424565299136044350328180973095243091104261253531115835967786586071084148114628420179780903599774916850326783417970291755973812225834455312836135476523390540114678001129278686600577690095560725459265987706975911504402735857979440522927552712287561905535939046051008649877129453202722656520968159336029129862629503557841961304219546245233054444256158207013468980254436843613365534325834561264886056748650095328953728300705417922973499113026363764792646461303230354252760023396607597012516398918707724990215014058315012315197109394531548549424284457499565943855872853669080666881349567872165445013779671919523412942787701992348859040711512238128446807347634495879235042448859354866515083573715486500033046672271866214139044328802146048607945412626923506005346737846900734972976566017731216473935520310346124312220120310376744979137570024494265536536628098990479006990447819411211172443188281957253039380297398848310585540756515697053442247377670785851476276982684626231613267863315913714858289127734736218283470298125279039252090155207811743463392031238820267545884874006104003325393433203237246332111162541888160872383506459694134133616704691274814095302999293803717559326502590073440268677855450158187764365581091079706624114995729966881747834968482056912395464480578394046476566067160465074627090820700409552106146722820851117727888376572040561159930928082857728328734983033180943600300864328264501465992863260957002072514838848218526387913575422511764971719582930266783174831773612755539940505299549079550446757967543089271471973541131792834883942444495815712558773792648723796223840779059523123856555889183124349848055087976517668961210212192056345937136911192228145441228620342159741309290424133271293346295814395373571808603740694392358046197557568179571410830208740054597710378561014423467230040136836444638682981692105045417946932209382288308688935526873869480956877759804142346033182799455413930836180517561489413708182731763036028459419653203176687131410040716304186154501506179713640918887865807179731254775266479552878828967438176324876935920211201157242973522564445632855266598030631809840032878423691798108179352279003832287179581176795832256499408002626404118667558841841892327880136536905699513432400636926186287681737614365147708062299456677630891448685061150060434038686504299327232919553825608748507720958745994185417016149581827013071818774029614225354802557049983243030487636087694099737001873066014612727906009574046844730607195329199036526721381724271924859336158986742927063898228535144963506839975271833504065308843185623561430852395290210109516650593112245470762672625193134587098243142252576850708814776171854316794822549397668765527750777987269024112859656412051116620482315487447485631967249846319736296751818563058903956757223793148287786613599040259449270122164074578237241062731749926499171980095318142510557241059272494531968315046582681647188461162923980353137771852937380325177570321956578260434197458615816882066195945609879019717827211616472328040298430338759384590513744893664120775162765261797758573780586953661825867227157096950955563877620074855943966219078350965983849415542368711271516250642770097699678333797768685283576396393559468707153755808723274962450197381228025113754729174127108614416579670244080976428456659740977518292058058079625718792455371667865117361773772513775095420131058850430521286992966089946166853107921636189477909396184932852254019303310037329659317809492713907319692680107581178786486501264394258554318826867118818500537787519995499515907162697182031107559255119733273053127185747582496420672046849360978204775849654219731682297723326531163528452498405369061156882662057088090151146705821122979471443023269007628863812280740565571315290638549393528521946640102087963776546767282624613522622726335881665568826467685377484538945, no, withdrawal rejected
1019, 2017-11-13, 09:00:37, 215820, 10196, 83106348556570033455406451319640102513029010178532255, yes, withdrawal accepted
188606808, 2017-11-13, 09:00:37, 908084, 1886068082, 66182946031232499761528961840709552334030331107464077517400381528946668522594030330368875939434858112206015474108250243973255448636763979050229832536449548320270265118760296268402533364169600151916624361034077546855362235479391809994541204532882244063729594293403321393288291980636764188220082216292001520633338219504457116945979825278781362285301307199363684893010777156409513442073082627624059509835166803379032170429153799639082749623286811897683381259063504459249544076510071003881349901777683302604575985010113731403459793125667782554578331702553706137493252074146130704236664140194593136766028651246334707930050549472918299302439599457193343084154026676979434324502617213986599385417868914148336813951645543215697855633023712297568774368658795598236092900604608324161739647989489772115798901408840108211154668524688777858689336168387632426468463075025400233759056449011928157908146526441894589470832025819179536669297751126578082160318466097296893782104940245468130183127675730792080016694255265071065315118156151956072552084842843457171114716593952528586956361996842037169260702977101736285776557355731401721232559585728119639349349087382423220784337264590613179400625219790692367581767607078157110533499413765907403772440280322159305304123232010618993615280325031003371235048528777066633530666727520458166310999901212871200169515945608256441449929547321413934607149547140039228973059317608003801790867203501903639543881768418229533800528645599070557242091284944289743219358499050769041472181844358122803547495493381815031699052865463029043152484745721115182862951054609394482988135202742943463520562273053556672070699373583591001425146236938930226078578107250815495436800154832871721917741758254609852342121924888838017762037520690589524755904146322943717244800406976793696259270892862424156362718211564117794611788637728510383349319417403427777110840158350276296047351450135797335030548279923731171255494004961667686613805443419562222882493120520786741695445670614803963988013902499638442702838580481486656394736497265062921619966381120039523186845690501280485920966282581160937582977767552571311439022194151799451345369129843692524989177206662666780522530965193311942669045540191030429672417701727824502791197259470718902678078348588984100364242780364127060820547119583142331468771629722598368368138345725651924753857272642049721001213305856276546137621975371027051314059858734111917151380616978306978556212043000241066769250799472555006206268130673808155437671889019442102782104736396881441225616933844036137483798210113361755332146739045194055609945619264078577085798814546650011511248687696406728603901756210913618891110455225962873042424965103539823386674736342096006839711135855131580544933296655968560837689133238167242241340300460005710106123270264855993457232033848629508585860095196145372736174254237030476213460240094988599471759454685028897482894049973399511570121928586101679213256846728011854292845996743229126631627155201086806572004221089397202695828086539171449892899103057364055948220679649329313670512309119136636469707674010471725849651699743666862595993389257084441961384941903726446087256527955533866809754719080321360470866286286833911113659150783580971387777099664622672074593392420424183716288047885284008352494498434595452738892875192507307018119980438284914144977088507134320934851896908869363256847654441136580721432251834793461026087076380869126701283682467651430282086011598031931069798112837034503609826108744901292146383909436016348329635108735547830560533096561581229415295473683453546151716327126805517882541529515826447921095677498920410338426264086043998953045945308195144243445398593626522888657802012760987998697036072497969011103756612668364404338229871492378786545947140039288281269907852907905398385879584498107102627958611664671865624629949046570651229975179578856946845627816390005394463872673295530466971479199744392600006688667544473174468199802562005748190931783694440494584994395462526776287724409771720986808491964918930260267892941083219472762307549858556636369862016103451872746980800097928488208715057772445608161273120643169480856201044747431840375545608099523618750402357672729241472798187386997746681303267640163229799308322498172592423374308615736609787981313298723615824388851920464715536283230861883172078173340514098727207816349537021018605569056656585650643948361737129929259728229935713109046572696190834262829563466314394016181936008241164087554738600617577497551071001464345095446811854883522662488331481993665359804243585462329696367663195240841202343335258660597451151942878182709750699099113967645801475500696211949393474564570835160421378193881777275239846911522676051745523669861360808601279639758885208435490295706611884869510173150664218334613677397886380419775821332965096801943773750884357448799532342110879432338388281209166068671168659188253762941259307243382501303919621485555041805851742025086747981113425840348359987732513360037021819059126099822619325404471050096443613738842009212194062161650307341859737519543229135061625143788104973119782959198916548064926508085853324067770701500919299996622761879908003526149986168448737241709889935734791771064224943845906842114501740793780766115521785471434162414288390182262226140934818032709086679790112695052348569458700388030904940754576736313573584279825329101308025930819183573208290413082286752496875631897455368822564657420304031652752482415150251943164893298157455684608150460065643951041869288116727994018507278122697519386200345383905991078436251034176193398905390782439034493406239504813165603041865067620200635621900701130945741543810886080531425932583450146576975491162007599456605193216564217908896775087333535991646042185939240882325184379455459073004402520500042654375387864223269878030407501974225315006044023303839890190634151757405765682621708422457518545565766328080906284870544902084958860498466599117141051021343038433679830287573897470985125397526132487169956069566841034532828990990362135466086844283855679031273147868357319834996455174931018847756699916383625826946328446860249308417217316944296263579825012789938843715174290214514380564975465687752873330835788610889855774507278898192289714266392324188293726634422775316975491502813839340675743482477565360131059240293571648107834677825928506144774849875145555029968321864427793058508265640271374420306377688571038888934988624215565554106566743006111533966148058574015728447728245829637752359419692893996530879553565338602695131842288352002820613194264515576749613559430030520910530858827597379957999328430333460110393697276705028418669392574775288320520488902745312803132035142159003813792576527642399253502425089566355205259377773022174667768262285048049746487026020272246230769998489436408135960452814367053149584509219957554074824935604043922253854229133879746835203321215589053743420119932015546305924464028428424130670888524398009126126043976681550817788734826303007564174830904670106125607656850856002806266817666432437075494808706380845491051693212109563804350238923329237263923772844048515764789132185963596326215399906827561179422974546611441286971417979547095722787285927463388185034103307715860134130926851548745285189469957432808078886437653329887275260527528029546009551982289754106410707812005331972841391970663609626221977797651760928787293625926936863627556052857754869356882292352563021570505985183586061301745423431046736564500493577607679089861541267057935227317158252115833488080851183511040595670015070095600995143582042681734562669221748163109712995931641258868172960514133210698173207941028477065714922482633467124563775430462231192038774251719591040958220785881054426071502484198711739745236432938528101452788520683729531016889667761948407211758627022432905279625171015790288071581720950203581838712038978414602795952560030053657031402612012004707302251694301830768996224617878430658478285201151485871984568618542904691532886329678224437265915186600491793495377246703373441691280754090409801843118898128972004621213077638039817480204448052539032552797200217366871227262797102631566103317902371017122700442383415510377829176511266988234073283704638868646299772926210992108202095653828418841189481671771804649149261756943070272463537138747682445721783432998743226078441165921282175673917319495758448798524662355416802967863004492010403067770726984464290976052345589329007459308904362782511064761874920278203208585550762514808110281514363102392523258029098592610284341054915467238375402260043574994478790909458529271341686653989558299350799570277404406537718214674518577743568802669064017335564713314147064035089319869754169702360224986908935493809803681772940392985978696533461793717393657287087236985203391503828641104615646928487713274670434840726044557799352574838352905165720737243488057194061731315775240021133282809525773618243401243718577707028341454630920368530506952338745280174627919019473390614929899354596838525292693835713930014646487806691373535940421159110481427696414250057741715945889136818531334773236606506582537402758378537411107331568841371368038729387418662083528588671560841239389186788167613871669341, no, deposit rejected
85, 2017-11-13, 09:00:37, 80863, 851, 2428826351685195090441476514811433951165182411904777102663997378706, yes, deposit accepted
1536, 2017-11-13, 09:00:37, 271738, 15366, 611613896376977011618635001424913727534807057782402609970077983544, yes, withdrawal rejected
2571, 2017-11-13, 09:00:37, 218986, 25710, 642987472388000891001471407415614045370320034972044168, yes, deposit rejected
2026, 2017-11-13, 09:00:37, 457865, 20267, 144963781478584932634559806678993178658489903962102092595116961812, yes, withdrawal rejected
249, 2017-11-13, 09:00:37, 422981, 2491, 3047461505267067780254947883043719842595255275338280727059327739735432, yes, deposit rejected
2343, 2017-11-13, 09:00:37, 128603, 23434, 1451577903913260066581211435956428116975683308042188075513408, yes, deposit rejected
2447, 2017-11-13, 09:00:37, 799720, 24471, 5283594520297519170375840992906078524375164040022641517, yes, deposit rejected
-18818834, 2017-11-13, 09:00:37, 430290, -188188344, 23969156303369068870983573987611367328745423386915068344601417390271989902670148600974293968324670003889355566768207764442793124006285694438824434609379635039959199207455060979642582732382351053095374790778146697026563081125273234402916546308699701963480774610932098697537587963593902143524498160305939529894656956793986576412518343003830363293614191472202994516258452750903524106689813181134688448446111053077665612959541534938125479919132605100933369854605570943048809585767541406029720687999224696972948692895159761396353087638212452791940161366053206090623315554755760212280628883965102525115056642174672372039853062132555445299736410993894124922296213865311864664804430679766150932528839314777164838048724767194613083633367366127537521705714718897493688394519605083740965865669309128530865267453229412913852135162311149610262755380213821408382560332097901560054391430775067756811249109892784214917291392401318891161166925738278907865158413706555191605101512380576209932651995281071786149890257799117041995895744970549244342108562486163884048164944305940105435088583028010112717781099725341029685051830923385822083627936052230775346835165266251868271214064975229001182394037931417548368560603822941495329180918442446126994292671775897906971522199471238291599235187008620154425383526497225737976632318337440891103467046798220116818116473892898181225519359278307770290098125745029946887961779931994151532533697695587246195866784508207478215684182462248791859985451184102008997270323516915995129835323464453063055897333871787396405203050648371118838742135096973764843438414819561247410272074990105671868966410426758774789745811090619947868759402067905823746545763904411222226561000993541582985465725108367109235133768473226370325495035049930998289655962923991794780701548909563497314299696444497537563816694145868007597518401527484403977561089480656008148731205474141904229853049758525238945785757598114318110200835370920934525792162747768169399160109909890843981372268777687111682371228142269185077604433823952276776887307134732857639865434952168984161125662008559865032597224336582646344017908416797611019530352760391481284295275752850729748939855650725926817645266860943193229026352073529330432469379874167153355044967555037701694971670965795193715116103569364632975439614108601732945722702135848099781970413158011774321308613915560695098019223296402907685703122657442444180146891546901086095202627518676959404277673740638928487764458487543050197368888025333106059086079375233123215748933052479489057844622909195168035005429787441845038291286661048311812640510621153443307850368919535451168968021310076261028978002411720272893888796677917781489223227996632932278569327349569863925955917758436896961578278666072505662952380161830288731713374123153315547362455894194812193141468391779530597347742532578220604538255081244874588312120554683121527762184236780759695673066608900644619805830313406815354706187319191027014569685277661687690615871653930952018430241267352379767374145295803453292637013390131812142271680208738155178842598855538161714266256551765904924338584312061207270108343403731658603242838509333725999319970280783535143845027571330731951224881882276611697945596861085802655089153529911800829154521852394285490333982236017735186744769971809048484268083139992395244978701604037543333783564148168567964117306069591190831035170818046417880805604124816100288310018342265283531789787978416645686880822707922673791210645246638468409630403940531231117995595067800202327575387766462665116693365434302844538662202424948085239089797776473985890641796970046024307714883776408152295927925932764896122444646692813928464437357874037419517700917353992240120009128265127688602207529332118534298526169892781499434881702605522469099844340555162159833568400908910403696205425127795831019704591762963457305495758481275074424334067799499546394995949989557560218687066724634605303767308828379438667538066033921976228824989584516258477324280071820713067405062921367362673102239941579315465899711840535198836770387010568227364659247962503592696032386857317322905691342841223319735605812768563693666934304078253427363792031287998326778013693247248832696723478966167559939841900827960342982276783098162816091041513239347653716122583568173233486322827664861055032154039758032451884601360840437177827240946339608789039078490360821827358651590783469183415510333939961446997566801261628884574530633651474768892091353627597307904602295042389355833706764720911167423926344824429544693459907790481229598039619027010602695780234974308774244231052308353314974865205583668150393664709352623333075190158603841304900812128473173773573447047171206783735759499616415295923506974157142226300564628041830947146348567918828056044996257661896098601522961429127435380389994883038061001986470867735981045739556084457330803890956251255475569572759001536226922194414441914576022695065905372212532729761654989619189233901356909759091910571227224932417632320735716965998274382719514558557117491123283138306514363773961502205203412391790243320436824011850313177112173257917926391000472606727306879667969365189380816223375446244878151077648418171968839469420388222742913414430812505321749578575970280659144085297524155553826313349951929670653682446416370696292569913013518651738217351858479660542746648271492510468425677779618903224310347401071760136412074488835748557270354180369698873497253955016957542313509688316019107100543637907465436024417508908077132504172086705630805750737801302199653549678480700352154478294075740622986146381674959414273935943624700401373996364771924530842776733566056052346925630156374948483467541831319994046297569350568003376540483060072002372736626037563325231286007077419729616863319331403883156928902548958848118849528982034749808214920474053758447268930625448611676829486012457826630647781496049478822837939525316448287871720023860684171089491365367854288298236337156781013038022218102075600259543311501154518434358399238380085619426702639128902751495236872737667911425141316230020199762077810285382177111205882141439657901446069016345365919290344354234069290214938590090838758473041336288860087396839121835787696219612734160817862751098681487691834985551314023925199872492394042011383367754120306650947402691029526213954307777887733917216263952241405014125821137942993056936949939173121083367111352831709952116072134576665221928678724849794702957773870264677025626720321396324873459534231552983288639219387304432097601276456130595518029758856991718478136179831093088005588442619854953749408623046227913345255723490283496690827366453288882538647682628481649894822079961883106903753944782004401504297633020535959757344180691932879791506897609809540292633632695658064133120574908244253933216646900437541792026602936306769114653492702820960526451211076748930364835823838708109390113562285131158225134010371021780215764940986916056000847037970957085311853033643814335683547425901383040053659149107209750359441546905284862980430473851102762343509134680462491388360684648607336382175452286453841421140302084834005316261889771085202578582891421907420300529576791643852870945377867343642700026534946099888137375108958939172338036416627647121206678739257479388241930268689777400051286812148113614353781235666251863155289739943810326924511835637264005622837299049239547349676127866485146579624159769295625171803925862388363521997138381304622662615832373890937719230147958623743153513382858046694174869743942200090873768804686298459890237451006204138112947765901827367502157886590527954656342300491344274762329157753817291269939661165464955227644742255817851809237800288161535266093836177211846470132106699919522231715545295056539049517049760123600211553087085193792575511570916532751781281009850634322742422376085351986444293639160827229567758107604595265972808102593174600523397164194286352329770428856652123180479731020737512190137172048080140236989354305977321111366938799863738891852190954291871813312874490007389323344276141935216294421720019450237800298908510118965644753491881764173861979221673586230777884572677070999547302683099456403619992822119534200370530365433635775550541815697295522666448459665515264971914016188888078827901840958722486206229988351892050085400733115661942604485720453764960841839380753154691237551029364218162246114989116521847279860668804324664730058577091633394798501945433485636966960084884399008316315508936593145277241142103624139507305310087131862933098583804573240053889128649370110133001292069550247802314682526518513897322504560308035723519809936438467979219845171936847508228166120508977552369372754898981285502357025701028469883991606374777697457419159656963171676360031378564193903787699382524098118246534891695578343485889642616364650007513810621010915972798824174753368966391560500108467854182378999151886596620699330341411307483331009194972542931851035116139518453345571151082293957890672887471663756812709124727128490257006413220568623221386306089800543439152967997693468503286695144424503742737289407964425123676565360729714405129249657548354577264860877954039062575788790682153392060242382233553409637715147693112, no, deposit accepted
1351, 2017-11-13, 09:00:37, 513495, 13515, 154474360377742838457119045348501059592601030350446612880612197499827432936, yes, withdrawal rejected
1806, 2017-11-13, 09:00:37, 164105, 18064, 38999855759835610894699355954029195614325524654070554, yes, deposit accepted
2761, 2017-11-13, 09:00:37, 754556, 27619, 3869460816512790407273614725917753376263312078324499172460979290463, yes, withdrawal rejected
946, 2017-11-13, 09:00:37, 311643, 9469, 22461949635593170713674984836607664315821969908705912616894045, yes, withdrawal rejected
2620, 2017-11-13, 09:00:37, 89184, 26200, 108387620927546100419777233234448092982581311893860944322, yes, deposit rejected
1458, 2017-11-13, 09:00:37, 83414, 14587, 28746708522470596598787025218015209103067796118945, yes, withdrawal rejected
75, 2017-11-13, 09:00:37, 269184, 755, 43585207903493098881886861933328670697187175325968246958050, yes, withdrawal accepted
1331, 2017-11-13, 09:00:37, 603857, 13314, 47922040426247870920236854953859250277676326753677, yes, deposit rejected
2338, 2017-11-13, 09:00:37, 650129, 23381, 1876404222819993488042839909606500266363138002040494010781291, yes, deposit rejected
1135, 2017-11-13, 09:00:37, 95161, 11351, 4694340491991275139357647309660219306848654826793330240, yes, deposit accepted
463, 2017-11-13, 09:00:37, 840416, 4633, 8129405685657758421696313095794247864682625625871042758299888171711, yes, deposit rejected
1114, 2017-11-13, 09:00:37, 299990, 11149, 1374387249700397224694399775223318444875487654799627538171800783, yes, withdrawal accepted
-22189714, 2017-11-13, 09:00:37, 643280, -221897145, 17544225824120012160533985276696884884127335579065003017982325596339210651849460105370090459176015771914210700937457249125525136998770253940428247908931270435746940836870031451070628379410278050372824493748746490353817001835400491912135352162404676791534170411989150314002056746679260532233241052580027356125432936775822789293629317322724401634133142665722583303849496886033091729036415704922892128725132392427524169468538684457655615939751752532250887863944158597566041047541373323484292810593657238408676945739229731983754609431792174894572261838337356015671795837390753665476741640177121473550482832765359390741410151905231281471070678028546641822056514798550292539176338917768452328404988417531935540568111683507389512236541846118873957104257999167736089562673904279284468488526268980174249615381516320753036564272390548776677466212930379756884808896195850488904647817433751896275456963977197891554903334754828165779324746113369488302393804369364931182308125109998290287453677929318227865260545462009780798053554735082574485524795010853486725524303828722392249115497581333836199308333839876233690121570591602149716313578012848155249969566132264774525542279627020190018477534126517418931667582563912447936129777124947789060678793925491192513564410236757724836775719430887619670166621335015730816097259845479774764472258675496969550453754897801247242088254563764553368654047469673940511431671738179023909119763461069795801777874409406807122915806951831640207891706942353549817845816994346959527765991631598791383492145073851360988940722058100228344994625191868547595894174811908308918901007642649571328361806020919776705986884414395035524789546209819234352045394525062476982325578733697184886661285614915764451829005253659848039443071276849525936101752922320197426981589656778912133647437641427513312332500723225663480180352877583731392884191154115604001218892822915550010268691205053412998105035225735102066510443288574363049936681314887170110481644518661741927906099656888416870470826961668796768755787672840407855259243400279933323977187193725901940263504796114210809260297737926081486295713061168829430226280634861555765332786178564690772794117782854921504280242217075170139509844613182143182203602217256958705546782820066464366542840139378304710123181151333876874749793198476313516171686828477221238095149478322354317685201641594177762942231676666228202234140283959826677357457232831140383731037086188315743742567618192366928945866224215749074138080456195474051840047416570224464646319206293543654836087845718952408799820736548969762598089693851357401052031168734856317244088770886074148889515005077186477709803241836088660238474061063893329373566897687707073666778288939822258244577534843142648939162708268461558239442624630014742767324155758227781870119633610749985872384035555183217101748187808810495656357354621286890181955787009117521095877280491653006855974238852176417312258705757928930461658530058729276904032706798583755567077676263484004861611813695571200057155678503351617996104217730362392237972708473080092900926914291782240648166573180350876419126589251939911474253294491109445944291819210950642306187673821239011550255669878034725795779424652622447288166844662313741078485459061610026854999823098208614640252924676628398767003600361963288549538504960720789805079362324586985173864047828815777895521862565181483973745176569412991646748279841392131862100721916663759628815050015482194402424930780400460961725330701663398761592862344123370824229797705907497109573539858597972690802078024862518311905930033718787956503086532176248140815977538179813218942722304633082114039472086464691458301995416022426584311092686148897894609544499944575006284717689959663775769452639417107363249454374098964835659512210678635033929136043162781243962760859696562835913762890732367820705504224783166108997436014088577747032948373925147639261813739778322675300474528500211978879191175419187273380644574780988073788120910317304039237745996840586132636449220879106934502435133819361123429217769424965172350650640206123530428988637636942883631541482874344108511335294022566245421243178359760931439713308970934680676541576424323451412201997679254876184114900823500729995148382360168827480170857501030036214714729005544071584426251766788839623904829716962862453674495736726699368604980857292334707187678206346787553984211275980223646903789018398483730638196955843991266264746331617323492717250142519915730871421288841003182539756356263417265290099504466489606098733476367743507304688508038051314206403081325391333254970520415276781306035633506707841936316563022002280934473803334338401658245020901881749644195211624832346705279787390546222084103244084612594958529399604961567119213096654759516176684367012239427507112788451611047625184680360955250715142599020200036155508963762814518691528863742311682237063079206317894462786427832535782978332148872982203315966175335191131741420670152333672230398330770298336261601237752301457228695176694749081255113658493904414135161729270497517741976819646076663244427819336586932639566534361211816359201099806936940830140056408520990738408407412665224446570543230086114522414467397358400661119645380900994257152297838586739415934115914563217832761361196146338912326414468251447958320450574008748922481959394635343545875548256579339435580011570821334893646203152065493787593678414507603115261765243319446505068819524214726708794567993397654148849509788829929921835916974718082128565522106127517253558581099381754156454816597706073224118640617203106966118520628115738595948413081115723516953357150558792815626251011077679280280266531580696968975546182793560835226192575628665540052151000128642525523334008102283796604083584757575370475112632457911042026368511687946504884367528796650001688021963453206749201445153047939171862915352006978826440531787232954347929262636819030811612122312384159624097733538522094102896444121443748528724106164105370251493322343822162811376998561474140880454134459295077126430235959122106112061436799389553256792562894327140519599554878071778863204343030779696873024162477597393269351699625309323520677612338332996869522715694206628777421761898013691040584327582936362218815011469009281210159318123229593921936350363959376220685847636889895166058235188652422603650532421675379185378761084693667080142285418481486336254069543899940123106562309966046737085193067557789650544153006993352650592098377343210575665666601603925124844830436394663296216520822592578499587601043624930193156070222182162867949655816104844097950229224734237168529890865359144562175484905553083704645451148842161182003598501459047004567383449943824529208645161932588356708743166610610946054223304437658349815094813705787059163108140724546933087828661991934378058279545649692197280512166338074952235826879622992574860744993410903933945630361247724416555561225922289595209830347640289158563038531469745420935598300772750485766950815111015677663440422097391404769337848889333718944006744206754454254773459867822003261041794246163783064967435202143702091961150906874325565103883227413262594450613664007391827965519408573483638375622487552615617288094735727355359842268514534555410461580393671398077133928705803214593579458540419998588645526626483551368433093638050954590665861739988463741540893148046607794193678949851248511301227330806508653163210641799157998851358788572953820758877341580445389935832222171565989272416647888832888364988643659973353676633568785819242052012574855840277966890244878660762964847827708744009515621279816854617574879308293582338752678190242813293378627360895870932576400453374392478229647504966745541947479393387425937391880502318005619547310081726899091703376930749384903127337824691116513260772036536031448910537471958408306238147424164314152783151719748405731299777778496813620580494194781893295943702849941136323976560945767066419867360568698695190875377857199699299378956454238086828855714026696223952536000075477265764111037346555090885898633784679880861538281535575615437502334462824276010111355656303865430414181131562186973324194702637883966405753437850080548356776521013352610034695610426919608986175423480009366359410562511838821103870435497171578756039933342707918794269920224574080206391126298246238488083819612026323139082089391021507754375997588328522375321389664710725956687209731983216207735390581314826860356032743471969191035063137709468946936591020141206662472165319170546123964321038116936149916081661980139034544430458860418694483604991304926815154522566700174308459307277915174991395589628162508962587999956756587924638225068838529626071734090370721267796969323666371455082656548656026427456608160495496513134992938783950563728628183696626437393866556660504516012619545191592953628857500313565777214611133390716604077490172533821088467912689627900632313580602278032618796149751864181187185355792818221485043708042682233407972001361754740388631508034312890770054482277732819019674538248506687658375174757291153122781086363069126384511766223835455809049804094747634982425430501597545374667650532445652590714951093561761542378200181963724033138284613366004529527033533782889, no, deposit accepted
1163, 2017-11-13, 09:00:37, 365905, 11635, 1212615487754649511277175701563297085978710224374442622537, yes, withdrawal accepted
828, 2017-11-13, 09:00:37, 966030, 8287, 372628526416017618498670010328102458246073212086695689644500481913, yes, withdrawal accepted
2728, 2017-11-13, 09:00:37, 915431, 27283, 62588304411355350139658360154896938204157398105563945382580515104689, yes, deposit rejected
2214, 2017-11-13, 09:00:37, 797329, 22149, 59652865253489141578037163894652907225337030770723812294, yes, withdrawal rejected
2868, 2017-11-13, 09:00:37, 578115, 28685, 983767050193130476384155104239776047893137049355416453, yes, withdrawal rejected
2476, 2017-11-13, 09:00:37, 971811, 24765, 7991665532341538703593974238914191114822706692606268647910185, yes, withdrawal accepted
